2.559049424784295979e-01,7.321834993830378391e-02,-5.159850405662348705e-02,-1.083290009514287916e-01,9.169936293943534156e-02,2.237462647570919588e-02,1.616955581454953828e-01
8.331913966505223590e-02,1.634681745061615787e-01,-1.328277190170817357e-01,2.448029622488024498e-02,-4.687241219591031793e-02,-6.492787944988633042e-02,-1.153122538253130852e-01
-4.935114162203796395e-03,-6.606208233243945904e-02,3.136902793557812957e-02,-2.608176990519713023e-02,9.313679852651182700e-02,-5.368532647964376070e-02,5.745651792749483650e-02
-1.219919402829765104e-01,4.628039446510597704e-02,1.836362586148348741e-01,-2.256962690408952088e-01,-7.682177210165991310e-02,2.474105390815865835e-01,-2.367821716892551387e-01
1.418594737483104273e-01,-3.879313725682930758e-01,-4.007554461212529118e-01,1.146490675683949356e-01,-2.411915814423381751e-03,3.772865238176869446e-02,-6.533478079772050973e-02
1.242735562259931620e-01,-1.931526451541893119e-01,-1.349035658656035641e-01,-2.288404098451267132e-01,-3.078876962923165483e-01,1.008059417679560699e-01,1.397415129965755287e-01
-7.146732591037718851e-02,-7.127229746755626982e-02,-2.882948183786330221e-01,2.063706616232071911e-01,-3.117262702670808849e-01,-2.089315742534544277e-03,3.217357897637159181e-01
-1.712277686853024700e-02,-1.590654138644863325e-01,-1.194972946680923770e-01,-7.580238675017070271e-02,5.845791437768689536e-02,-2.155894216774014438e-01,1.958751161826001452e-01
-8.951045890487399626e-02,2.724219879172747327e-01,2.750578688500525115e-01,-1.320240113725828224e-01,-5.614264889429797234e-02,-4.174074514686937354e-01,4.182245707716166772e-01
1.015856862291156515e-01,1.494083803057938420e-01,-2.290173696061911235e-01,4.758977516651735629e-01,3.062180403631300368e-02,-3.440593461382606133e-01,-5.229902761223615970e-01
3.621561173080210111e-02,-7.923694601723532682e-02,-4.354901735718055278e-01,2.986688749579449187e-01,-1.338662149229147835e-01,-9.137346895382590303e-03,1.831170505571829699e-01
2.059959987398590209e-01,-9.694556316843001842e-02,-1.321506700639686060e-01,4.103726598678132387e-01,-3.574613549295524995e-01,-2.705576543632561282e-01,8.865776102069548859e-02
