-6.625731255750636484e-01,6.644908346429290180e-01,4.454151839523671774e-01,1.665453683699873733e-01,-7.797412297816165294e-01,2.379600710267630592e-01,4.476346203386751821e-01
3.417815359165845002e-01,-3.480433729158796674e-01,-4.083407457355458375e-02,2.108719230553961765e-01,7.487573345469832053e-02,-1.205965117763677097e-01,-4.969556606795125925e-02
-5.008813286482742821e-01,4.947132935906681794e-01,2.037218264605286100e-01,-1.905078929423931478e-01,-2.911268728737876343e-01,6.094269099790732280e-01,-5.594809301543342273e-02
-2.648286146302972766e-01,2.129964577678031268e-01,-7.823581562349687379e-01,2.662577370270037824e-01,-2.105508199084659970e-01,-3.549420435595759260e-01,4.525587642791245035e-01
4.453008656997939907e-01,-2.750986269299228737e-01,-4.029572705746743977e-01,-1.450437157190755388e-01,-1.554707344667393132e-01,2.469813362103769894e-01,-1.015537683472676200e-01
2.548482533336617895e-01,-3.931638042861691495e-01,-8.649189915743565882e-03,1.076083968469061958e+00,5.843023065727425136e-01,-5.174136620527475250e-01,-4.329686714587097085e-01
1.282664372964497645e-01,-1.205338632495202567e-01,2.734571774159554047e-02,1.347384799971389907e-02,6.071431778485387662e-03,2.208108062160483720e-01,-5.039025409881377204e-02
2.580234772221847162e-01,-2.484981213615806706e-01,-4.301105204519451441e-01,3.485586750336991946e-01,-3.471913525524087940e-01,2.304604394737742590e-01,5.066075878883353339e-02
-8.260629766125219056e-03,-6.124721247545663293e-03,5.011800805447873958e-02,-3.013376533152160031e-01,-1.067608766641861884e+00,-2.316979122572225547e-01,3.049065014237242188e-01
4.377094659512058561e-01,-3.515053453561546304e-01,-8.191576629169809720e-02,-3.394091622652311568e-01,2.203854704001864673e-01,-1.852619366431745573e-01,-4.480997431667398806e-02
-6.332633064918162802e-01,4.239074197293520307e-01,2.804434444711275676e-01,-3.031740991950004904e-01,-1.462995270636153478e-01,4.438298232404637722e-01,-1.643612201646286715e-03
-1.748326998299251089e-01,1.425598615113698453e-01,-9.273658257158930163e-02,-1.758867556327982640e-01,1.843682939760018513e-01,1.417358418178793211e-01,-1.000299365677917024e-01
1.126604395020665422e-01,-7.428412241231209523e-02,6.115385775241695132e-01,4.737688879598769831e-01,-2.284970282577003520e-01,-5.341189960020544802e-01,2.872457877830859596e-01
1.816456960131417331e-01,-1.835340308430183920e-01,-7.337662127664444922e-01,-7.186058702684482435e-01,1.985736840368144962e-01,1.747387308453497989e-01,3.717562060756552933e-01
2.280588550769357403e-01,-1.875038388329819117e-01,1.284264373145874993e-01,-2.696847156090849684e-01,2.900177571383260600e-01,-3.886368032177098947e-02,-4.169526049597474526e-01
-1.609514449986379145e-02,3.559866066934333495e-02,-1.246432449253277175e-01,1.468708413021734827e-01,1.130000183090850291e-01,1.314839027741722677e-01,-3.640064370642886321e-02
8.355467135149055591e-02,-1.653004114015035331e-01,3.719482818936145629e-01,3.461185755959184651e-01,-7.546656237342160845e-01,-7.929077357783267943e-02,-4.771605656257471573e-01
-5.208806161198357154e-01,5.069962236189186067e-01,4.784122719748616359e-01,-2.776475923126669465e-01,-7.626935812806395765e-02,4.450461154016286947e-01,8.173301718794524773e-02
-4.527067159083687786e-02,2.135820512966929083e-02,-3.284525213025906165e-01,2.952496608968351310e-01,1.808982072361970117e-01,-1.569904601273034578e-02,-1.582412287827909547e-01
-1.846571939205976856e-02,6.789137789591064009e-02,4.218327937635879543e-01,3.394956000298342269e-02,-5.118738711410992792e-01,2.975511712077257287e-01,-1.350691092493180217e-03
-3.345801930961645465e-01,3.611595552483241600e-01,1.123981440974764108e-02,1.901285208561569878e-02,-1.177244978381490198e-01,-3.692241581246265281e-02,-4.239565877286849416e-02
-2.130847161989651573e-01,1.794070805173592908e-01,3.254116787847244896e-01,-2.918576049530330341e-02,-7.684409828808329290e-02,-1.351865100410389320e-01,-2.950206001753754581e-01
-1.861870633929393060e-01,1.554420485956639619e-01,1.550873066657321997e-01,-6.819650324412117326e-02,-3.225363670359467777e-02,-1.688861800482795439e-01,2.084287553048020172e-02
1.289064321802828594e-01,-1.293172335936833284e-01,-4.330707274246418936e-02,-1.093476742670165813e-01,8.214322133303847417e-02,6.587918632253672059e-03,-7.195069865159632594e-02
2.635684637706534605e-01,-2.314697196837626203e-01,-6.404322716111275626e-02,3.061365979007299454e-01,2.051748836266876486e-01,1.324720180352921724e-02,3.708939802073312753e-01
-1.122039786713817655e-01,1.674387258659331135e-01,1.414759286409184857e-01,-3.438466831155523318e-01,6.582163056941826573e-01,-9.731419591745783804e-02,2.385513466699682728e-01
-4.479561013463155272e-01,4.577725247294516242e-01,1.326645081023607349e-02,-1.219605853427602887e-01,3.972486211808118894e-01,-4.048514524441083062e-01,3.681185544717175961e-01
3.323780504006494385e-01,-3.313908187007922335e-01,-1.977778905708405810e-01,1.458842149001455743e-02,-1.901576333669914021e-01,1.077404205817637378e-01,6.755531470508224778e-02
-3.754077095038085288e-01,3.606590295333410023e-01,2.782411240789294804e-01,-3.430333029658294008e-01,-9.831554271131760780e-02,-6.192385998026722627e-01,4.382302613179786532e-01
-8.267273818871836988e-02,7.319274512230294905e-02,-5.936233306789372860e-02,4.003203034050081266e-01,-9.425391925803046356e-02,2.680715485846511537e-01,-2.822048098121505144e-01
6.494510041357277608e-01,-5.786984350691781742e-01,-7.695822462645708802e-03,4.227504957602653546e-01,2.115286707565929014e-01,-5.239419693087684626e-01,-1.179817408548413521e-01
-1.659810701577277003e-01,5.600673187110193768e-02,5.062152977247817986e-01,-5.376779195944515477e-01,8.042454462949590877e-01,6.715914923458894403e-01,3.448300158509727265e-01
6.108593850084511612e-01,-5.553938904688563438e-01,4.334081440966064958e-01,4.304849673066370175e-02,-2.925060967914111520e-01,-5.078931737234303190e-02,-2.308120474521731802e-01
-1.099664336425255906e-02,2.033371270271665601e-02,2.257081049567910558e-01,3.574634614324558313e-01,-2.172029527631612333e-01,-1.739714655433432719e-02,-1.103781477257334276e-01
3.365631101526353475e-01,-2.948844771751348293e-01,-5.051628298000568895e-01,5.131645125070483093e-01,-1.484312421508646451e-01,3.907612773418862595e-01,-2.821713160753135941e-01
3.235704440161631390e-01,-1.201786258422108400e-01,-7.801827411529378420e-01,5.903237477532774502e-01,2.813885422572799389e-01,-7.819439293501365684e-01,3.997573894087532720e-01
-2.602354632384146771e-01,2.629605470477606732e-01,-6.938906585246479297e-02,-8.792690496917554555e-03,-1.620697624933477576e-01,-1.467842969222146743e-01,-3.991970568606786202e-02
-1.843743245522610763e-01,2.114835073830224343e-01,3.706382415568642008e-01,7.295739174684419404e-02,-1.804467760728943604e-01,-2.068015756904088565e-01,2.216640829883512742e-01
-5.737972262077785102e-01,3.938707188528084435e-01,2.819786839169468595e-01,-2.799417114859781286e-01,3.860652651937659385e-01,8.872628458228559722e-02,-5.612584491927081753e-01
-6.018654969395254017e-01,5.553790851841482468e-01,2.207505474226632014e-01,-3.713237813915216123e-01,3.794383360842729092e-01,-1.857255389728887374e-02,2.541255704773391910e-01
4.021322782645923855e-02,-1.538059387212318829e-01,-1.419507311290324758e-01,4.416290561246824509e-01,4.893373553418079447e-01,2.945446310971222559e-01,-9.884243227590731040e-01
1.653745047757303910e+00,-7.719319593840636706e-01,-6.637205610117788979e-01,2.616821314428143808e-01,1.408988648808697508e-01,2.879432426622161589e-01,3.702442011509913256e-01
-8.044853114172276221e-02,1.399537327069003134e-01,2.514302312352459379e-01,-2.122751003182060114e-01,1.769288759662332733e-01,-5.240067853841136047e-01,3.732810447397747478e-01
