-6.190822782525665785e-02 2.342052796802119863e-01 -4.768823463257941264e-01 -2.235952886875725021e-02 1.408274448769631093e-01 -2.358324677614040132e-01 -5.288645250541859077e-01
2.891216034720314743e-01 5.221306334274880001e-01 -2.816277156818284277e-01 -6.846296498079690318e-02 9.452296720435950095e-02 5.554769931702725483e-01 3.298098401088870313e-01
2.026619512271724821e-01 6.591550962943390490e-02 4.225488690004255282e-02 1.204250758074784239e-01 2.658068818133961161e-02 -2.635695092591534561e-01 -8.560473865208496902e-02
-4.287948434594582303e-02 -8.903277801561972904e-01 -1.041218055846078634e-03 -1.766653697167857029e-01 2.352746080276861274e-01 4.824299134878006212e-01 2.517250037987041056e-01
-1.089720226056656027e-01 4.815037836089088308e-01 -8.834224665819118139e-01 3.248400917455586123e-01 2.924169639466567827e-01 4.769693885819458745e-01 5.328602095848798958e-01
-3.302896948616794170e-01 2.485717877372665696e-01 -6.429301890994342239e-01 7.309701520243290229e-01 -2.105963466834359643e-01 -2.092303007614647881e-01 -4.294485444499783477e-02
1.787786097678605579e-01 -3.165276979021089954e-01 -1.666780498217723672e-01 4.110575020838452276e-01 -2.423309729055064254e-01 -1.993622964294597677e-01 -1.466014320893279654e-01
-3.262125089782630938e-01 1.035611585583789296e+00 3.283712726372656210e-01 1.264311691275745997e-01 -6.074448930430407234e-01 -9.891548464424772258e-02 -2.184345359499486605e-01
-7.553122989613790528e-02 2.711112667122328457e-01 -1.535408336191994016e-01 5.154529313709278471e-01 -2.085517631667979932e-01 -1.051311343465346909e-01 -3.377658608781382021e-01
8.063071102911353871e-02 3.480943333402777840e-01 2.757857667046412775e-01 4.836100173005341007e-01 1.865526175047107493e-01 -1.080689766716546318e-01 -5.843523085256774330e-01
1.275289795761142542e-01 4.136623453344741574e-01 2.306265411114893638e-01 -1.518538951861812258e-01 -7.018103335519341179e-01 -1.794928553062546672e-01 1.130027969816995020e-01
-1.424220622681825754e-01 6.600290790167054888e-01 4.172444327150779952e-01 2.489271765033459205e-01 3.452181662114132132e-01 2.697812561171079038e-01 2.590058880288673704e-01
2.509111013743310914e-01 -2.717071096698788213e-01 -7.648191004948137750e-02 5.044433354586037588e-01 -1.782820422632927504e-01 -4.357703664361747276e-01 -2.118797414851379401e-01
5.760391691671548631e-02 -2.503802431377693399e-02 -2.190396234770546624e-01 -2.151075455634253453e-01 -3.612110553767226145e-02 1.302802833777414425e-02 3.612430102852253744e-01
-2.799277245117867685e-01 -1.936371622343499022e-01 -1.766365723206069216e-01 1.101341440445282038e-01 -5.554141310514666419e-01 5.323016041363660689e-01 -6.983458727915861086e-01
1.512631667894928367e-01 8.273446914293577925e-02 3.216922956725029592e-02 -7.297852232679465090e-02 5.433302798926826355e-02 -1.141609186681565163e-01 -3.748356865931468107e-02
-1.101681842990595850e-01 -6.799406313521087764e-02 9.682015329593371411e-02 -4.259012340137255381e-02 -5.470589870224688844e-02 2.472932514507828472e-01 -3.555986053685408765e-02
-2.963481631666858851e-01 -1.056082535179073412e-01 5.607012736035162093e-02 3.519292991042143881e-01 -1.879560572869891366e-02 -5.534982340530067990e-01 -3.516992054229697295e-01
-6.646937713056488839e-02 -8.074339422827478407e-02 8.344550209303856769e-02 -1.592452433355252273e-01 3.515357451624655238e-02 1.851171890049274904e-01 -8.647824277845564400e-02
-5.819144380235619085e-03 2.165366077038204107e-01 -6.377000912712239844e-02 -3.017241059402471226e-01 7.337915803673566995e-02 2.460116092241906305e-01 1.409476449890155192e-01
-2.599226592648657408e-01 -3.309385595485188347e-02 -5.138859468235186245e-01 -9.878083102668736015e-02 3.545148242011345041e-01 5.845382156855275513e-01 -1.273971769107777319e-01
2.126455030310604732e-01 -3.614557941571294175e-01 1.843461925583620153e-01 -5.971854206910611751e-01 -3.660852812686521407e-01 -6.756219678289033803e-01 1.893838865855466402e-01
