1.366856985109466682e-01 1.162836325873286281e-01 -7.221414157963101932e-02 2.176747802782122085e-02 1.041252253842325642e-01 -5.457896527928433189e-02 -9.044911608110287049e-02
4.849237497778233208e-02 5.834028092271192206e-02 2.045947132089598886e-01 -3.572707303698004488e-01 -1.350574699814713897e-01 -1.169735888320436595e-01 1.524206208006864682e-01
9.322283484003129894e-02 -1.364789358964495491e-01 2.315450970607725867e-01 -3.792157569369517672e-02 -3.539031874796931265e-01 -1.307047132420333935e-01 2.931533437963267930e-01
-5.376209791008676464e-02 -1.634755803489600090e-01 2.371453978938591750e-02 1.188577943435324830e-01 1.381368725899252414e-01 1.818990587480894816e-01 1.763317557528210067e-01
1.806625939363878941e-02 4.917741926222412435e-02 3.581949549747852624e-01 -2.364040272594851722e-01 -3.026126431617306989e-01 -2.193884150506799496e-02 9.234631747723043294e-02
4.648625667873368394e-02 2.238972762931367919e-02 5.205511836188852354e-02 3.045492335146431917e-01 2.162361734540740321e-01 -3.213839840976816520e-01 -1.343334217744007741e-01
1.216535661888694247e-01 9.013226516673834843e-03 -5.352115314807188995e-02 3.493419959285416765e-02 2.423934938534192951e-01 1.852715110120443150e-03 -3.223658835817581614e-01
-5.168222983712908447e-02 2.589699390674017887e-01 -3.400718263370382938e-02 -3.007296906957611649e-01 -3.977646034704206413e-01 -9.104210103830422118e-02 6.978652926706037374e-02
-1.228343829975912238e-01 2.332548790885215217e-02 -2.155768480564581036e-01 2.473655808612038320e-01 -3.836639886543541031e-03 -1.560623593471414661e-01 2.123625634881958213e-01
9.290497531753731317e-03 1.345340035831142089e-01 2.162024580134650625e-03 4.343661289236129264e-01 1.166985147383228227e-01 -1.741797513071313003e-02 -2.936023787986792866e-01
-1.488741305810528104e-01 1.617268357213426933e-01 -5.428941108737520699e-02 -2.309457463869512561e-01 2.229527066951907943e-01 -2.419581022561056727e-01 -2.887609726766423579e-01
-2.619435093090127439e-02 -9.460227956685977879e-02 3.021328169087293403e-01 -1.336597164019560913e-01 5.249342290308183639e-02 1.467067097469900994e-01 5.679921009366915331e-03
4.659667887740626124e-02 -2.316697065565695990e-01 -2.075023407198056322e-02 -1.182729738164833705e-01 -1.266907023337602578e-01 -7.126845489577210424e-02 1.480856634382635706e-01
1.160976353353303653e-01 5.308020381428678325e-02 -1.388696518133150822e-02 -7.369879525715329616e-02 1.413858429654451798e-01 -1.174268719977992897e-01 -7.528581484253177303e-02
-3.983013484983714131e-02 -4.828739154192028538e-02 1.521301389662790271e-01 2.835387732436333436e-02 -7.422107029038851889e-02 7.357506310551834017e-02 -3.162516675083270057e-01
6.452263228710646004e-02 -9.232891066806922509e-02 1.490447614390913722e-01 -2.414477733825021732e-01 1.986191621032006860e-01 -2.231839111787191354e-02 -3.761130893428033667e-02
-1.941421898901891929e-02 -6.186523283863716582e-02 2.057384024862035365e-01 -8.342135108533084431e-02 -1.444981110917936129e-01 -8.792374888148664358e-02 1.662653326575426749e-01
-9.832328547919996775e-02 -1.657724716070348159e-01 1.468669949572910527e-01 1.071318608382380855e-01 2.406699444714469061e-02 2.066520778893733146e-01 -2.972925242310242577e-02
1.150401030730296634e-02 -6.038163587153180800e-02 5.903824364403278263e-02 2.933753743689229698e-02 -1.119192009248956010e-01 8.170849000885072044e-02 -5.054398081248522023e-02
-1.669658577362518881e-01 -1.034953830364308131e-01 6.092725774362180158e-02 -2.817498440272360183e-01 -4.465238553476230665e-02 1.232729559586035473e-01 2.296812924086377439e-01
-5.304806302822614311e-02 8.330543988089496657e-03 2.232615356123532433e-03 -1.619962461861512021e-02 -3.618252803187329766e-03 4.036130941300358765e-02 -5.929359823733668794e-02
1.466617398676145316e-02 1.289067613474899066e-01 -1.587083716730915833e-02 -1.863954837094676797e-01 -8.183074181130464697e-02 -2.020415198893554809e-01 6.893212083792293887e-02
8.742062891882582121e-02 -2.241391181276591038e-01 -5.722344619423584688e-02 1.735879846599009402e-01 8.311632943931864317e-03 -3.147997482771439648e-01 7.046263394334910390e-02
-1.152923428749034335e-01 -1.692255093724588377e-01 -1.495946242469396170e-01 1.619543255281731264e-01 2.918819632065405845e-01 -9.024148046843649684e-02 1.483920358979115006e-01
-4.180245435752700384e-02 -1.420447435925616675e-01 -9.530741022454668025e-04 2.263674276590011691e-01 1.906880203777316929e-01 2.299966903863336909e-01 -2.305648505024656403e-01
2.073071187042102026e-01 9.087479600290898629e-02 -5.989056891710893907e-03 6.800227212770934559e-02 -2.977993270031959426e-03 1.535326479934318311e-01 4.821103815213829274e-02
